-0.181769	0.183496	-0.0103697	0	0
-0.18169	0.183312	0.000233863	0	0
-0.18182	0.183418	-0.00828486	0	0
-0.181683	0.183102	-0.00544243	0	0
-0.181793	0.18339	-0.00823456	0	0
-0.181738	0.183157	-0.0132073	0	0
-0.181635	0.183312	-0.0154099	0	0
-0.18182	0.183418	-0.0156259	0	0
-0.181789	0.183081	-0.00450072	0	0
-0.181602	0.18258	0.010656	0	0
-0.181554	0.183126	0.00267585	0.5	0
-0.181683	0.183102	0.00161276	0.5	0
-0.181327	0.183267	0.0188995	0.5	0
-0.182243	0.183859	0.193245	0.5	0
-0.177606	0.184095	0.379405	0.5	0
-0.170544	0.186276	0.558282	0	0
-0.161068	0.191516	0.786612	0	0
-0.152398	0.20132	1.03482	0	0
-0.14728	0.213557	1.25524	0	0
-0.146218	0.219984	1.33764	0	0
-0.145338	0.221852	1.36502	0	0
-0.145785	0.221789	1.35709	0	0
-0.145807	0.221854	1.35248	0	0
-0.145828	0.221797	1.3451	0	0
-0.145607	0.221944	1.34567	0	0
-0.145646	0.221773	1.36141	-0.5	0
-0.145684	0.221658	1.36401	-0.5	0
-0.145883	0.221592	1.3306	-0.5	0
-0.146869	0.218738	1.23937	-0.5	0
-0.146721	0.213851	1.10582	-0.5	0
-0.150423	0.205043	0.921799	0	0
-0.157533	0.195281	0.695578	0	0
-0.168917	0.18733	0.379214	0	0
-0.183726	0.185143	0.0440804	0	0
-0.190043	0.184324	-0.0814783	0	0
-0.192277	0.184782	-0.108188	0	0
-0.192062	0.184497	-0.117182	0	0
-0.191875	0.184124	-0.109676	0	0
-0.19174	0.183934	-0.112883	0	0
-0.191874	0.184122	-0.109952	0	0
