-0.116774	0.000622951	0.00766928	0	0
-0.116456	-9.56547e-05	0.0211722	0	0
-0.116652	6.43742e-05	0.0227438	0	0
-0.116448	0.000198292	0.00959161	0	0
-0.116845	0.000319591	0.00296549	0	0
-0.116254	-0.000446299	0.0215511	0	0
-0.116957	0.0003099	0.0284664	0	0
-0.116745	6.648e-05	0.0191022	0	0
-0.116193	-0.000665413	0.0176053	0	0
-0.116547	-7.97346e-05	0.00761367	0	0
-0.117137	0.000647162	0.0147808	0	0.5
-0.116897	0.000241696	0.0159332	0	0.5
-0.117322	0.000713903	-0.0509815	0	0.5
-0.117306	0.00116703	-0.255492	0	0.5
-0.111839	0.000214627	-0.40506	0	0.5
-0.10366	-0.0016995	-0.622667	0	0
-0.093225	-0.00778304	-0.901482	0	0
-0.0849124	-0.019219	-1.12871	0	0
-0.0808612	-0.0311813	-1.28351	0	0
-0.0799327	-0.0340229	-1.35602	0	0
-0.0799212	-0.0336557	-1.36135	0	0
-0.0802284	-0.0334446	-1.35083	0	0
-0.0799533	-0.0332739	-1.35521	0	0
-0.0800837	-0.0333783	-1.3659	0	0
-0.0801683	-0.0332598	-1.35349	0	0
-0.0800837	-0.0333783	-1.35245	0	-0.5
-0.0801425	-0.0336151	-1.35278	0	-0.5
-0.0800472	-0.0332472	-1.35037	0	-0.5
-0.0810287	-0.0306672	-1.23136	0	-0.5
-0.0817094	-0.0244184	-1.10508	0	-0.5
-0.0865059	-0.0143734	-0.926469	0	0
-0.0958121	-0.00389501	-0.699194	0	0
-0.110059	0.00277481	-0.2855	0	0
-0.123759	0.00482727	0.147986	0	0
-0.128691	0.00607625	0.267905	0	0
-0.129539	0.00648886	0.318349	0	0
-0.128953	0.00610241	0.346739	0	0
-0.128538	0.00617098	0.34854	0	0
-0.128926	0.00641815	0.320057	0	0
-0.128809	0.00626727	0.328748	0	0
