-0.192646	0.174375	0.00567932	-0.02	0
-0.192669	0.174145	0.00247745	-0.02	0
-0.192646	0.174375	0.00395848	-0.02	0
-0.192644	0.174246	0.000203154	-0.02	0
-0.192671	0.174273	0.0120659	-0.02	0
-0.192669	0.174145	0.00937317	-0.02	0
-0.192644	0.173998	-0.0016891	-0.02	0
-0.192669	0.174145	0.010066	-0.02	0
-0.192592	0.174071	0.00213123	-0.02	0
-0.192646	0.174375	-0.00260305	-0.02	0
-0.192669	0.174145	0.00634804	-0.02	0
-0.192805	0.174486	-0.00274491	-0.02	0
-0.192644	0.174246	0.0173014	-0.02	0
-0.192644	0.173998	0.00965701	-0.02	0
-0.192647	0.174126	0.0143408	-0.02	0
-0.192669	0.174145	0.0175021	-0.02	0
-0.192564	0.174292	-0.00404872	-0.02	0
-0.192669	0.174145	0.00420792	-0.02	0
-0.192619	0.174347	0.0088507	-0.02	0
-0.192701	0.17443	0.0107839	-0.02	0
