-0.174075	0.181574	-0.000386548	0	-0.02
-0.174027	0.181601	-0.00269082	0	-0.02
-0.174027	0.181574	0.00479002	0	-0.02
-0.173868	0.181561	-0.00208047	0	-0.02
-0.174	0.181921	-0.00814051	0	-0.02
-0.174344	0.182121	-0.0128221	0	-0.02
-0.174094	0.181442	-0.00132003	0	-0.02
-0.174213	0.181881	0.00403161	0	-0.02
-0.17408	0.181654	-0.0140925	0	-0.02
-0.174061	0.181216	-0.00803233	0	-0.02
-0.174293	0.181788	0.00730915	0	-0.02
-0.174059	0.181913	-0.000916395	0	-0.02
-0.174334	0.1821	-0.0173963	0	-0.02
-0.173985	0.181763	-0.0153903	0	-0.02
-0.17434	0.181789	-0.00829674	0	-0.02
-0.174334	0.181804	0.00131907	0	-0.02
-0.17424	0.181761	0.00549571	0	-0.02
-0.17463	0.181938	0.000552769	0	-0.02
-0.174068	0.181561	0.00997022	0	-0.02
-0.173886	0.181561	-0.00959851	0	-0.02
