-0.114701	0.00646776	0.00135569	0	0.06
-0.114856	0.00649364	-0.00367071	0	0.06
-0.11507	0.00677969	-0.00543485	0	0.06
-0.114935	0.00668067	0.00471623	0	0.06
-0.114908	0.00690783	-0.0138565	0	0.06
-0.114545	0.006646	0.0170672	0	0.06
-0.114383	0.00661347	0.0266064	0	0.06
-0.114492	0.00689625	-0.000387458	0	0.06
-0.114833	0.00653386	0.00669264	0	0.06
-0.114462	0.0066399	0.0131953	0	0.06
-0.11488	0.00676862	-0.0102053	0	0.06
-0.114203	0.00650129	0.0346311	0	0.06
-0.114203	0.00638276	0.0144033	0	0.06
-0.114172	0.00661356	0.0198643	0	0.06
-0.114565	0.00666024	0.0155315	0	0.06
-0.115202	0.00701918	-0.0157754	0	0.06
-0.114621	0.00689126	0.00647672	0	0.06
-0.114129	0.00671781	0.0172922	0	0.06
-0.114849	0.00706912	-0.0237053	0	0.06
-0.114623	0.00705423	0.000263426	0	0.06
